BU SCND;PRDH_StatisticGroupDescription;Product Number ACDC;Product SCND;Product Number 10 ACDC;From Location SCND;HS Codes in ACDC;Cluster NAME
VM-ESP;ESP Components;1260526857;P00268 - Electronic Stability Program (ESP);1260526857;Rochling Precision Components AG;87089900;PISTON
VM-VDS;DF Components;F0C12B2025;P00244 - DF;F0C12B2025;Sumitomo Wiring Systems USA Inc.;85389001;COVER OTHERs
VM-ATC;Miscellaneous Other Actuation;0204223205;P00870 - Conventional Actuation;0204223205;Ochiai Co., Ltd.;7318240000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-NBS; ;5000000573;P00110 - Electrical Actuation;5000000573;FUCHS LUBRICANTS GERMANY GmbH;3403990000;Chemical products (OIL, GREASE, CLOTH..)
VM-EPS;Car steer Assembly/Single part;7852040429;ER - EPS apa;7852040429;CoFo Rauechle GmbH;8708947550;SCREW PLUG GROMMET
VM-ESP;TWS Components;1265149R31;P00257 - Two Wheeler Safety (TWS);1265149R31;Jiangsu Asia-Pacific Light Alloy;76042990;EXTRUDED PROFILE ALU
VM-ESP;ESP Components;6117408250;P00268 - Electronic Stability Program (ESP);6117408250;Essex Furukawa Magnet Wire Germany;85441110;COPPER WIRE
VM-NBS;ESP Components;1267410037;P01893 - IPB;1267410037;TRO Manufacturing Co., Inc.;87083099;PLATE/DISC
VM-ATC;Hydraulic Booster;0204778279;P00870 - Conventional Actuation;0204778279;A. Berger Precision Ltd.;99030126;VALVE SLEEVE/BEARING
VM-CVS;SERVOCOM 8095 - MS Truck steerings - Ass;8095037107;CS - Hydr. Steering;8095037107;Seeger-Orbis GmbH;7318240000;RETAINING RING
VM-VDS;DF Components;F0C12T3004;P00244 - DF;F0C12T3004;Sumitomo Wiring Systems USA Inc.;85369099;tbd
VM-VDS;DF Components;F0C12B2016;P00244 - DF;F0C12B2016;Sumitomo Wiring Systems USA Inc.;85389001;HOUSING SENSOR & other small
VM-ESP;TCS Components;2260210711;P00265 - Anti-Lock Brake System (ABS) w/o TWS;2260210711;HUTCHINSON - LE JOINT FRANCAIS;40169320;O-RING
VM-VDS;DF Components;F00C1S8077;P00244 - DF;F00C1S8077;HELLERMANNTYTON CORP;39269099;CLIP & CLAMP
VM-VDS;DF Components;F00C1C8875;P00244 - DF;F00C1C8875;Warehouse Tochigi;8708999900;CLIP & CLAMP
VM-NBS;RPS-PB;1264500107;P01893 - IPB;1264500107;Plant Blaichach;"8543709990;8543709990";SENSOR
VM-ESP;ESP Components;1263123839;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263123839;Plant Blaichach;8481901000;TAPPET
VM-NBS;BSV-PRV;1267410018;P01893 - IPB;1267410018;Plant Blaichach;8481201090;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-ESP;P-R-H-M-MW-Pump parts/CKD;1903230010;P00268 - Electronic Stability Program (ESP);1903230010;KGM Kugelfabrik GmbH & Co. KG;84829119;BALL
VM-ESP;ESP Components;1265149R18;P00268 - Electronic Stability Program (ESP);1265149R18;Kaiser Aluminum;99038502;EXTRUDED PROFILE ALU
VM-VDS;DF Components;F00C1C8450;P00244 - DF;F00C1C8450;VRC Engineererd Solutions;40169901;SCREW PLUG GROMMET
VM-ESP;MV_HSx (Magnet Valve);1267699805;P00268 - Electronic Stability Program (ESP);1267699805;Plant Charleston;8481901000;SOLENOID VALVE
VM-ATC;Miscellaneous Other Actuation;0204785982;P00870 - Conventional Actuation;0204785982;Sinclair and Rush Inc;39269099;SCREW PLUG GROMMET
VM-EPS;Car steer Assembly/Single part;7852040554;ER - EPS dp;7852040554;PMC Smart Solutions LLC;87089412;SCREW PLUG GROMMET
VM-ATC; ;02042A2198;P00870 - Conventional Actuation;02042A2198;DOMENY TOOL AND STAMPING COMPANY;73182102;WASHER
VM-ESP;ABS Components;1267431871;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267431871;NBC MESHTEC INCORPORATED;8481901000;FILTER
VM-ESP;TCS Components;1264611823;P00268 - Electronic Stability Program (ESP);1264611823;Raithel + Co. GmbH;7320209000;SPRING
VM-ATC; ;0204709969;P00870 - Conventional Actuation;0204709969;ContiTech Vibration Control France;4016939000;SEAL
VM-ESP;ESP Components;1260098858;P00268 - Electronic Stability Program (ESP);1260098858;Whitlam Group;39191001;ADHESIVE FILM, LABEL, STICKER
VM-EPS;EPSdp_Rack_9EZ_LHD_icon;4532029905;ER - EPS dp;4532029905;Plant Florence;87089412;TOOTHED RACK
VM-NBS;Miscellaneous Other Actuation;0204254792;P00110 - Electrical Actuation;0204254792;Nedschroef Plettenberg GmbH;7318160000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-NBS; ;0487110996;P01893 - IPB;0487110996;Setral Sarl;3403990000;Chemical products (OIL, GREASE, CLOTH..)
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Warehouse Tochigi;84813000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-ESP;ESP Components;1260526859;P00268 - Electronic Stability Program (ESP);1260526859;SCHERDEL Wiesauplast Deutschland;8708309990;PISTON
VM-EPS;Car steer Assembly/Single part;7802340358;ER - EPS dp;7802340358;MAX BAERMANN GMBH;8505110030;MAGNET
VM-ATC; ;F01G1610J8;P00870 - Conventional Actuation;F01G1610J8;Ouchi Industry Co., Ltd.;87083000;CLIP & CLAMP
VM-ESP;TWS Components;1268001908;P00257 - Two Wheeler Safety (TWS);1268001908;TE Connectivity Japan G.K.;90329000;HOUSING ECU
VM-ESP;PA_ABS9 FE_MOTOR F-LDB;0130108471;P00268 - Electronic Stability Program (ESP);0130108471;Plant Changsha;85013119;MOTOR
VM-CVS;Others Assembly/Single part;0631311009;CS - Hydr. Steering;0631311009;Plant Schwäbisch Gmünd;7318230000;tbd
VM-ESP;PE9 (Pump Element);1267090902;P00268 - Electronic Stability Program (ESP);1267090902;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ESP;ABS Components;1267431869;P00268 - Electronic Stability Program (ESP);1267431869;GVS S.p.a.;8481901000;FILTER
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-ESP;P-R-H-M-MW-Pump parts/CKD;1903230010;P00268 - Electronic Stability Program (ESP);1903230010;KGM Kugelfabrik GmbH & Co. KG;84829119;BALL
VM-ATC;Miscellaneous Other Actuation;F01G1611VS;P00870 - Conventional Actuation;F01G1611VS;Warehouse Higashimatsuyama ;39211310;FILTER
VM-VDS;DF Components;F00C1T8788;P00244 - DF;F00C1T8788;J.N.EBERLE;8543909000;BUSHING
VM-NBS;MV_HSx (Magnet Valve);1267699806;P01893 - IPB;1267699806;Plant Blaichach;8481901000;SOLENOID VALVE
VM-ESP;RVR (Return Valve);1267410812;P00268 - Electronic Stability Program (ESP);1267410812;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-EPS;Car steer Assembly/Single part;7806342115;ER - EPS apa;7806342115;Wagner GmbH & Co. KG;8481809050;VALVE BODY
VM-ESP;ESP Components;1264210842;P00268 - Electronic Stability Program (ESP);1264210842;Plant Charleston;85045091;MAGNET
VM-EPS;Car steer Assembly/Single part;7805340225;ER - EPS dp;7805340225;Scherdel Marienberg GmbH;8302303060;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ESP Components;1264616818;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1264616818;SCHERDEL GmbH;7320209000;SPRING
VM-NBS;Miscellaneous Other Actuation;0204709968;P00110 - Electrical Actuation;0204709968;ContiTech Vibration Control France;4016939000;SEAL
VM-ATC;Miscellaneous Other Actuation;0204256348;P00870 - Conventional Actuation;0204256348;Crown Screw Corporation;73182990;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-NBS;IPB1.0;0204845773;P01893 - IPB;0204845773;A. Berger Polska Sp. z o.o.;8413910000;FLANGE
VM-ATC;Miscellaneous Other Actuation;02042A2423;P00870 - Conventional Actuation;02042A2423;ContiTech Vibration Control France;4016939000;SEAL
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KRS - SEIGERT GmbH;8482910000;BALL
VM-ESP;ESP Components;1903230010;P00268 - Electronic Stability Program (ESP);1903230010;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ESP;PE9 (Pump Element);1267090902;P00268 - Electronic Stability Program (ESP);1267090902;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-NBS;Miscellaneous Other Actuation;0204254844;P00110 - Electrical Actuation;0204254844;SFS Group Schweiz AG;8708309990;ROD
VM-ESP;ESP Components;1267040815;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267040815;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-NBS;Other Actuation Parts;0204864WB5;P01893 - IPB;0204864WB5;Plant Blaichach;39235090;RESERVOIR CAP
VM-ESP;ESP Components;1263414857;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263414857;SFS Group Schweiz AG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Car steer Assembly/Single part;4532025332;ER - EPS apa;4532025332;Reich LLC;87089412;PINION
VM-ATC;Miscellaneous Other Actuation;0204254357;P00870 - Conventional Actuation;0204254357;SFS Group Schweiz AG;8708309990;ROD
VM-VDS;DF Components;F00C1C8643;P00244 - DF;F00C1C8643;VRC Engineererd Solutions;40169901;SCREW PLUG GROMMET
VM-EPS;Car steer Assembly/Single part;4532039776;ER - EPS apa;4532039776;NIDEC AMERICA CORPORATION;85015299;MOTOR
VM-ESP;PE9 (Pump Element);1267090917;P00268 - Electronic Stability Program (ESP);1267090917;Plant Blaichach;8413910000;PUMP ELEMENT
VM-ESP;PE9 (Pump Element);1267090913;P00268 - Electronic Stability Program (ESP);1267090913;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ESP;ABS Components;1265149R20;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1265149R20;Kaiser Aluminum;99038502;EXTRUDED PROFILE ALU
VM-ESP;TWS Components;1268001935;P00257 - Two Wheeler Safety (TWS);1268001935;Shenzhen Zhaowei Machinery &;85013119;MOTOR
VM-ATC;Miscellaneous Other Actuation;0204844431;P00870 - Conventional Actuation;0204844431;SAMOT INDUSTRIA MECANICA;8413919060;PISTON
VM-ESP;MV_OSx (Magnet Valve);1267691812;P00268 - Electronic Stability Program (ESP);1267691812;Plant Blaichach;8481901000;SOLENOID VALVE
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weppler Filter GmbH;99030219;FILTER
VM-ESP;ESP Components;1267040815;P00268 - Electronic Stability Program (ESP);1267040815;EJOT SE & Co. KG;40169390;DAMPER
VM-ATC;Miscellaneous Other Actuation;0204254636;P00870 - Conventional Actuation;0204254636;Crown Screw Corporation;73182990;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1267040815;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267040815;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-CVS;Others Assembly/Single part;0770075228;CS - Hydr. Steering;0770075228;Schaeffler Technologies AG & Co. KG;8482910000;BALL
VM-ESP;PE9 (Pump Element);1267090904;P00268 - Electronic Stability Program (ESP);1267090904;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ESP;ESP Components;1260526860;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260526860;SCHERDEL Wiesauplast Deutschland;8708309990;PISTON
VM-VDS;DF Components;6215007001;P00244 - DF;6215007001;Judd Wire Inc.;85444999;CABLE
VM-EPS;Car steer Assembly/Single part;4532006305;ER - EPS dp;4532006305;IMS Gear Georgia LLC;87089412;PINION
VM-EPS;Car steer Assembly/Single part;4532024466;ER - EPS apa;4532024466;iwis mechatronics Inc.;90319099;COVER SENSOR
VM-ESP;MV_OSx (Magnet Valve);1267696800;P00268 - Electronic Stability Program (ESP);1267696800;Plant Charleston;84812099;SOLENOID VALVE
VM-NBS;Miscellaneous Other Actuation;0204223205;P00110 - Electrical Actuation;0204223205;Ochiai Co., Ltd.;7318240000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-NBS;IPB Front of Dash Plate;1267410055;P01893 - IPB;1267410055;ATD DE MEXICO INC S DE RL DE CV;8302303060;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ATC;Miscellaneous Other Actuation;02042C2728;P00870 - Conventional Actuation;02042C2728;STAAMP s.r.l.;8481901000;VALVE BODY
VM-NBS;IPB1.0;0204846976;P01893 - IPB;0204846976;Rochling Precision Components AG;3926909090;CLIP & CLAMP
VM-EPS;Car steer Assembly/Single part;7805040841;ER - EPS dp;7805040841;MPE USA Inc.;40169901;BOOT
VM-NBS;IPB1.0;1267500026;P01893 - IPB;1267500026;Weppler Filter GmbH;99030125;FILTER
VM-CVS;Truck steer Assembly/Single part;8090033155;CS - Hydr. Steering;8090033155;Plant Schwäbisch Gmünd;4016939000;GASKET
VM-ESP;ESP Components;1260098866;P00268 - Electronic Stability Program (ESP);1260098866;HERMA GmbH;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-NBS;IPB1.0;1267431883;P01893 - IPB;1267431883;Karl Kuefner GmbH & Co. KG;8708309990;FILTER
VM-CVS;Truck steer Assembly/Single part;8098342122;CS - Hydr. Steering;8098342122;Mesa Parts GmbH;8481201090;VALVE SLEEVE/BEARING
VM-CVS;Truck steer Assembly/Single part;7752242449;CS - Hydr. Steering;7752242449;Brehm Praezisionstechnik Gmbh;8481201090;VALVE SLEEVE/BEARING
VM-ATC;Level Indicator;0204226754;P00870 - Conventional Actuation;0204226754;M+ACER AUTOMOTIVE SYSTEMS PV. LTD.;8536500090;FLUID LEVEL SWITCH
VM-EPS;Car steer Assembly/Single part;4532029893;ER - EPS apa;4532029893;ODW-ELEKTRIK MEXICO S DE RL DE CV;8544300000;CABLE
VM-ESP;PE9 (Pump Element);1267090915;P00268 - Electronic Stability Program (ESP);1267090915;Plant Charleston;84812099;PUMP ELEMENT
VM-NBS;Multiusage;5998682000;P00110 - Electrical Actuation;5998682000;Ralf Thome RTP;3824999999;tbd
VM-VDS;DF Components;F00C1S8103;P00244 - DF;F00C1S8103;ARNOLD UMFORMTECHNIK GMBH & CO KG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ATC;Miscellaneous Other Actuation;0204254356;P00870 - Conventional Actuation;0204254356;NISSAN SPRING(THAILAND)Co.,Ltd;87083000;WASHER
VM-EPS;Car steer Assembly/Single part;7802309655;ER - EPS dp;7802309655;IMS Gear Georgia LLC;87089412;WORM WHEEL
VM-NBS;RPS-PB;1264500107;P01893 - IPB;1264500107;Plant Blaichach;8543709990;SENSOR
VM-VDS;DF Components;8909007011;P00244 - DF;8909007011;NXP Semiconductors Netherlands B.V. (manuell angepasst);90319000;RESISTORS DIODES CRYSTALS CAPACITORS
VM-ATC;ACTUATION OTH.P.;0204332641;P00870 - Conventional Actuation;0204332641;Plant Aguascalientes;4016935050;SCREW PLUG GROMMET
VM-EPS;Car steer Assembly/Single part;4532024588;ER - EPS dp;4532024588;IMS Gear Georgia LLC;87089412;PINION
VM-ESP;TWS Components;1265149R37;P00257 - Two Wheeler Safety (TWS);1265149R37;Jiangsu Asia-Pacific Light Alloy;76042990;EXTRUDED PROFILE ALU
VM-NBS;ABS Components;5000000088;P00110 - Electrical Actuation;5000000088;DOW Silicones Corporation;32141001;Chemical products (OIL, GREASE, CLOTH..)
VM-ATC;Level Indicator;0204226754;P00870 - Conventional Actuation;0204226754;M+ACER AUTOMOTIVE SYSTEMS PV. LTD.;8536500090;FLUID LEVEL SWITCH
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KRS - SEIGERT GmbH;8482910000;BALL
VM-ESP;ABS Components;1260324814;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260324814;Horst Scholz GmbH + Co. KG;99030125;BUSHING
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KRS - SEIGERT GmbH;8482910000;BALL
VM-ATC;Miscellaneous Other Actuation;F01G1610JG;P00870 - Conventional Actuation;F01G1610JG;FUKOKU Co., LTD;84819090;SEAL
VM-EPS;Car steer Assembly/Single part;4597000087;ER - EPS apa;4597000087;Rongtai Industrial Development Leon;99039405;HOUSING
VM-ATC;Miscellaneous Other Actuation;0204254613;P00870 - Conventional Actuation;0204254613;SANKO GOSEI LTD;8481901000;CLIP & CLAMP
VM-CVS;Others Assembly/Single part;0635460005;CS - Hydr. Steering;0635460005;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-NBS; ;1263031856;P01893 - IPB;1263031856;Plant Blaichach;8481901000;ARMATURE
VM-VDS;DF Components;F00C1S8104;P00244 - DF;F00C1S8104;ILLINOIS TOOL WORKS, INC.;39269099;CLIP & CLAMP
VM-EPS;Car steer Assembly/Single part;4532003566;ER - EPS dp;4532003566;Rongtai Industrial Development Leon;8708947550;HOUSING
VM-NBS;Miscellaneous Other Actuation;0204254358;P00110 - Electrical Actuation;0204254358;KBS-Stanztechnik GmbH;8708309990;CLIP & CLAMP
VM-CVS;SERVOCOM 8095 - MS Truck steerings - Ass;8095033179;CS - Hydr. Steering;8095033179;HEUTE + COMP GmbH + Co.KG,;3926909090;SEAL
VM-VDS;DF Components;F00C1C7089;P00244 - DF;F00C1C7089;VRC Engineererd Solutions;40091102;SEAL
VM-ESP;ABS Components;1260324814;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260324814;Horst Scholz GmbH + Co. KG;8481901000;BUSHING
VM-EPS;Car steer Assembly/Single part;4532021408;ER - EPS apa;4532021408;Reich LLC;87089412;PINION
VM-EPS;Car steer Assembly/Single part;7831031138;ER - EPS dp;7831031138;Crown Link Products Corporation;8708947550;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Car steer Assembly/Single part;0770061048;ER - EPS dp;0770061048;MID CONTINENT SPRING;73202005;SPRING
VM-VDS;DF Components;F00C1T8969;P00244 - DF;F00C1T8969;RING SCREW LLC;73181599;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;DF Components;F00C1S8066;P00244 - DF;F00C1S8066;Acushnet Rubber Company,;40169304;O-RING
VM-EPS;Car steer Assembly/Single part;4597000481;ER - EPS dp;4597000481;MAQUINADOS DE PRECISION DE MEXICO;"8708947550; 99030127";STEERING SHAFT
VM-CVS;RAS Gen3_4 _5_Cylinder_1KP_Cyl46;4533004414;CS - Electr. Steering;4533004414;Plant Schwäbisch Gmünd;8412210090;CYLINDER - CENTERING /2CIRC/COMP.AIR/STEER/WORKING
VM-EPS;Car steer Assembly/Single part;7802340392;ER - EPS p;7802340392;MAX BAERMANN GMBH;8505193000;MAGNET
VM-NBS;LIPS-SB;1264500115;P00110 - Electrical Actuation;1264500115;Plant Blaichach;8543709990;SENSOR
VM-NBS;IPB1.0;0204824802;P01893 - IPB;0204824802;ARNOLD UMFORMTECHNIK GMBH & CO KG;7318151001;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ABS Components;1263121883;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263121883;Plant Blaichach;8481901000;VALVE BODY
VM-ESP;ESP Components;1263414857;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263414857;SFS Group Schweiz AG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;DF Components;F00C1S8106;P00244 - DF;F00C1S8106;Stanley Engineered Fastening LLC;39269099;CLIP & CLAMP
VM-ESP;ESP Components;1260098858;P00268 - Electronic Stability Program (ESP);1260098858;Whitlam Group;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-ESP;PE10_S8 (Pump Element);1267010101;P00268 - Electronic Stability Program (ESP);1267010101;Plant Blaichach;"8413910000;8413910000";PUMP ELEMENT
VM-ATC;Miscellaneous Other Actuation;0204332058;P00870 - Conventional Actuation;0204332058;CAMCAR-BELVIDERE;73181599;ROD
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weppler Filter GmbH;8481901000;FILTER
VM-VDS;DF Components;F0C12B2071;P00244 - DF;F0C12B2071;MOLEX LLC;85389099;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ATC;Miscellaneous Other Actuation;0204332495;P00870 - Conventional Actuation;0204332495;UFP TECHNOLOGIES INC;39269099;FILTER
VM-ATC; ;0204801026;P00870 - Conventional Actuation;0204801026;R & L SPRING COMPANY;73202005;SPRING
VM-ATC;Other Actuation Parts;0204254984;P00870 - Conventional Actuation;0204254984;Plant Aguascalientes;4016935010;O-RING
VM-NBS;iBooster Gen2 parts;0204847319;P00110 - Electrical Actuation;0204847319;Saint-Gobain Performance Plastics;98020019;tbd
VM-ESP;PE9 (Pump Element);1267090909;P00268 - Electronic Stability Program (ESP);1267090909;Plant Blaichach;8413910000;PUMP ELEMENT
VM-ATC;Miscellaneous Other Actuation;0204223150;P00870 - Conventional Actuation;0204223150;TAGA CO., LTD;7320209000;SPRING
VM-ESP;ABS Components;1267431871;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267431871;NBC MESHTEC INCORPORATED;8481901000;FILTER
VM-NBS; ;F02C483548;P00110 - Electrical Actuation;F02C483548;Teknia Rzeszow Sp z o.o.;3926909090;SCREW PLUG GROMMET
VM-ATC; ;0204851918;P00870 - Conventional Actuation;0204851918;WISCONSIN METAL PRODUCTS COMPANY;87083099;FRONT/REAR SHELL
VM-VDS;DF Components;F00C1C8875;P00244 - DF;F00C1C8875;Warehouse Tochigi;8708999900;CLIP & CLAMP
VM-EPS;EPSdp_Rack_9EZ_LHD_icon;4532018587;ER - EPS dp;4532018587;Plant Florence;87089412;TOOTHED RACK
VM-ESP;PD_Damping_Unit (Pressure Damper);1267031874;P00268 - Electronic Stability Program (ESP);1267031874;Plant Blaichach;8479899990;DAMPER
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weisser + Griesshaber GmbH;8481901000;FILTER
VM-ESP;TWS Components;1268001935;P00257 - Two Wheeler Safety (TWS);1268001935;BEST ACHIEVE INDUSTRIAL LIMITED;85013119;MOTOR
VM-NBS;Miscellaneous Other Actuation;0204709968;P00110 - Electrical Actuation;0204709968;ContiTech Vibration Control France;4016939000;SEAL
VM-VDS;DF Components;F0C12B2101;P00244 - DF;F0C12B2101;WAC LLC;87089999;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-EPS;EPSdp_Rack_9EZ_LHD_icon;4532029905;ER - EPS dp;4532029905;Plant Florence;87089412;TOOTHED RACK
VM-VDS;DF Components;F0C12B2013;P00244 - DF;F0C12B2013;Sumitomo Wiring Systems USA Inc.;85389001;HOUSING SENSOR & other small
VM-EPS;Car steer Assembly/Single part;0632311375;ER - EPS apa;0632311375;OETIKER LIMITED;99030133;CLIP & CLAMP
VM-ESP;ESP Components;1263414857;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263414857;SFS Group Schweiz AG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP9.3 TA S1;0265299842;P00268 - Electronic Stability Program (ESP);0265299842;Plant Aguascalientes;8481200050;HYDRAULIC UNIT
VM-VDS;DF Components;F00C1C8642;P00244 - DF;F00C1C8642;VRC Engineererd Solutions;40169901;SCREW PLUG GROMMET
VM-ESP;PE9 (Pump Element);1267090916;P00268 - Electronic Stability Program (ESP);1267090916;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ESP;Multiusage;1260491836;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260491836;Rochling Precision Components AG;85059000;CLIP & CLAMP
VM-ATC;Miscellaneous Other Actuation;0204254792;P00870 - Conventional Actuation;0204254792;Nedschroef Plettenberg GmbH;7318160000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;DF Components;F00C1C8503;P00244 - DF;F00C1C8503;Essex Group Inc;70199099;SEAL
VM-VDS;DF Components;F00C1D4508;P00249 - Other Sensors;F00C1D4508;Scherdel Sales & Technology, Inc.;73261999;CLIP & CLAMP
VM-ESP;ESP Components;1260526860;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260526860;SCHERDEL Wiesauplast Deutschland;8708309990;PISTON
VM-ESP;PE9 (Pump Element);1267090902;P00268 - Electronic Stability Program (ESP);1267090902;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-EPS;Car steer Assembly/Single part;4597000829;ER - EPS apa;4597000829;Hermann Erkert GmbH;8708947550;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-VDS;DF Components;60022P0028;P00244 - DF;60022P0028;ILLINOIS TOOL WORKS, INC.;39269099;CLIP & CLAMP
VM-NBS;MV_PSx (Magnet Valve);1267691806;P01893 - IPB;1267691806;Plant Blaichach;8481901000;SOLENOID VALVE
VM-NBS;IPB1.0;0204847228;P01893 - IPB;0204847228;BAUD Dimep;8708309990;tbd
VM-NBS;IPB1.0;1260103817;P01893 - IPB;1260103817;G. Rau GmbH & Co. KG;8536909000;PLATE/DISC
VM-ATC;Miscellaneous Other Actuation;0204254624;P00870 - Conventional Actuation;0204254624;Crown Screw Corporation;73182990;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1263230826;P00268 - Electronic Stability Program (ESP);1263230826;KRS - SEIGERT GmbH;8482910000;BALL
VM-VDS;DF Components;F00C1C8938;P00244 - DF;F00C1C8938;Warehouse Tochigi;8708999900;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-CVS;Others Assembly/Single part;0770047022;CS - Hydr. Steering;0770047022;MSSL TOOLING FZE;3923500000;PROTECTION CAP / SLEEVE
VM-NBS;IPB1.0;02048648JD;P01893 - IPB;02048648JD;A. AGRATI S.p.A con Unico Socio;7318151001;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1260098858;P00268 - Electronic Stability Program (ESP);1260098858;Whitlam Group;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-ESP;P-R-H-M-MW-Pump parts/CKD;1903230010;P00268 - Electronic Stability Program (ESP);1903230010;KGM Kugelfabrik GmbH & Co. KG;84829119;BALL
VM-ESP;TCS Components;1263104811;P00268 - Electronic Stability Program (ESP);1263104811;Fujita Rashi Kougyou Co. Ltd.;8481901000;POLE BODY
VM-ESP;ESP Components;1263414854;P00268 - Electronic Stability Program (ESP);1263414854;EJOT ATF, LP;73181400;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-CVS;Others Assembly/Single part;8298033113;CS - Electr. Steering;8298033113;Silikoneurope S.r.l.;4016939000;GASKET
VM-VDS;DF Components;F00C1T8915;P00244 - DF;F00C1T8915;Parker Hannifin GmbH;4016931000;O-RING
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ESP;TCS Components;1263104811;P00268 - Electronic Stability Program (ESP);1263104811;Fujita Rashi Kougyou Co. Ltd.;8481901000;POLE BODY
VM-ESP;ESP Components;1260098858;P00268 - Electronic Stability Program (ESP);1260098858;Whitlam Group;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-ATC; ;0204709969;P00870 - Conventional Actuation;0204709969;ContiTech Vibration Control France;4016939000;SEAL
VM-ESP;ESP Components;1261320868;P00268 - Electronic Stability Program (ESP);1261320868;Hatch Stamping Company LLC;83023091;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
